series_id,step,event,score
08db4255286f,328462,wakeup,0.4998620770226559
08db4255286f,328934,onset,0.499749416203153
08db4255286f,329475,wakeup,0.49917680701138
08db4255286f,340053,onset,0.49981740984753653
08db4255286f,340058,wakeup,0.4999257848758759
08db4255286f,340779,onset,0.49917356815068487
08db4255286f,344717,wakeup,0.4987623469513035
08db4255286f,356940,onset,0.4998523994457106
08db4255286f,357170,wakeup,0.49981580763819744
08db4255286f,357268,onset,0.4997051476665099
08db4255286f,360787,wakeup,0.49870139673886443
08db4255286f,373136,onset,0.4999102948128584
08db4255286f,377868,wakeup,0.49906415783407554
08db4255286f,391151,onset,0.4983650272308222
08db4255286f,398249,wakeup,0.49947165615332173
08db4255286f,408669,onset,0.49858475356754856
08db4255286f,408964,wakeup,0.4988691753659809
08db4255286f,409354,onset,0.49931382268962327
08db4255286f,411566,wakeup,0.49976695995051124
08db4255286f,411724,onset,0.49970995782950683
08db4255286f,411872,wakeup,0.49859145905998004
08db4255286f,412545,onset,0.4999590944100117
08db4255286f,412576,wakeup,0.49967623370611614
08db4255286f,412907,onset,0.49942639570746633
08db4255286f,413830,wakeup,0.4985848519482903
08db4255286f,413938,onset,0.4987617112644596
08db4255286f,415163,wakeup,0.49881219400537447
08db4255286f,425615,onset,0.4995214018588715
08db4255286f,428768,wakeup,0.4984951781769561
08db4255286f,429400,onset,0.4999341863914659
08db4255286f,432105,wakeup,0.4997719016689474
08db4255286f,432249,onset,0.49958207771875485
08db4255286f,432460,wakeup,0.4998129507462554
08db4255286f,432596,onset,0.49940360638017856
08db4255286f,433367,wakeup,0.49896919280550345
0a96f4993bd7,8204,onset,0.499949482941935
0a96f4993bd7,15029,wakeup,0.4992349737616206
0a96f4993bd7,26072,onset,0.49848595448264704
0a96f4993bd7,33829,wakeup,0.4996256071452662
0a96f4993bd7,44941,onset,0.49918050746083104
0a96f4993bd7,51103,wakeup,0.4998448538683834
0a96f4993bd7,60878,onset,0.49992397043834064
0a96f4993bd7,67162,wakeup,0.498140561503733
0a96f4993bd7,77124,onset,0.49967124810074237
0a96f4993bd7,83985,wakeup,0.4983128320569795
0a96f4993bd7,94720,onset,0.4991608876517362
0a96f4993bd7,101113,wakeup,0.4999873332187711
0a96f4993bd7,112037,onset,0.49799753493598775
0a96f4993bd7,118809,wakeup,0.4989201581089647
0a96f4993bd7,129411,onset,0.49834043023570407
0a96f4993bd7,136049,wakeup,0.49862808484159465
0a96f4993bd7,148059,onset,0.4990268071306339
0a96f4993bd7,154575,wakeup,0.49945151751816874
0a96f4993bd7,154991,onset,0.499262148487763
0a96f4993bd7,155273,wakeup,0.49938713991109995
0a96f4993bd7,166110,onset,0.4995808839418336
0a96f4993bd7,166296,wakeup,0.4996960909699177
0a96f4993bd7,166322,onset,0.49966474079550144
0a96f4993bd7,166452,wakeup,0.49966802955112494
0a96f4993bd7,166462,onset,0.49995737877936086
0a96f4993bd7,166569,wakeup,0.49992304560341877
0a96f4993bd7,166610,onset,0.49998107650045204
0a96f4993bd7,171755,wakeup,0.49993079132322277
0a96f4993bd7,181738,onset,0.4998763557965337
0a96f4993bd7,182071,wakeup,0.4992500792882517
0a96f4993bd7,182561,onset,0.4993317080445858
0a96f4993bd7,188005,wakeup,0.49979622419351644
0a96f4993bd7,198515,onset,0.4983951813350279
0a96f4993bd7,205460,wakeup,0.4995065290077481
0a96f4993bd7,215294,onset,0.4998201138604946
0a96f4993bd7,222561,wakeup,0.4985904371094611
0a96f4993bd7,232518,onset,0.49924704289096095
0a96f4993bd7,239686,wakeup,0.49934784639821406
0a96f4993bd7,249554,onset,0.4989890976935836
0a96f4993bd7,256260,wakeup,0.47738580026278976
0cfc06c129cc,0,onset,0.4791889492481293
0cfc06c129cc,11,wakeup,0.49910408038957577
0cfc06c129cc,7385,onset,0.4987782416192311
0cfc06c129cc,14069,wakeup,0.4995706008014407
0cfc06c129cc,24480,onset,0.49865510281556774
0cfc06c129cc,30941,wakeup,0.4989700878741077
0cfc06c129cc,41782,onset,0.49888095005626226
0cfc06c129cc,48100,wakeup,0.4988225377491883
0cfc06c129cc,59369,onset,0.49959310106086247
0cfc06c129cc,65330,wakeup,0.49831606511915655
0cfc06c129cc,76557,onset,0.4983187163981738
0cfc06c129cc,82518,wakeup,0.4981797093239755
0cfc06c129cc,94608,onset,0.4999596192278209
0cfc06c129cc,99911,wakeup,0.49977314226292796
0cfc06c129cc,110193,onset,0.49969076148669495
0cfc06c129cc,117328,wakeup,0.4986864860588054
0cfc06c129cc,128135,onset,0.4981682995225277
0cfc06c129cc,134588,wakeup,0.499876410564021
0cfc06c129cc,145126,onset,0.4990878500573574
0cfc06c129cc,151216,wakeup,0.49838835785894614
0cfc06c129cc,162520,onset,0.4980418246392833
0cfc06c129cc,169041,wakeup,0.4994244117458328
0cfc06c129cc,179508,onset,0.4996651798096713
0cfc06c129cc,179827,wakeup,0.4987108687172525
0cfc06c129cc,180210,onset,0.4997463683206055
0cfc06c129cc,185478,wakeup,0.49959027840387193
0cfc06c129cc,197278,onset,0.4993640889625317
0cfc06c129cc,203618,wakeup,0.4980872601956168
0cfc06c129cc,214767,onset,0.4981497454042372
0cfc06c129cc,220438,wakeup,0.499928536493285
0cfc06c129cc,231840,onset,0.4993115071206585
0cfc06c129cc,238096,wakeup,0.49803243298734723
0cfc06c129cc,249129,onset,0.4989661027084469
0cfc06c129cc,255410,wakeup,0.4986903911514937
0cfc06c129cc,266713,onset,0.4997059513940604
0cfc06c129cc,273005,wakeup,0.497980622282903
0cfc06c129cc,283952,onset,0.4987135570050946
0cfc06c129cc,289999,wakeup,0.4982568868024446
0cfc06c129cc,301539,onset,0.4996267649901883
0cfc06c129cc,307945,wakeup,0.49969663698256384
0cfc06c129cc,318332,onset,0.4995534023712031
0cfc06c129cc,324786,wakeup,0.4989027100353195
0cfc06c129cc,334043,onset,0.49962543975512325
0cfc06c129cc,334586,wakeup,0.498950048218152
0cfc06c129cc,335202,onset,0.4997766976169816
0cfc06c129cc,342651,wakeup,0.4996495933983244
0cfc06c129cc,353414,onset,0.49863982268049684
0cfc06c129cc,359797,wakeup,0.4989117329459568
0ef7d94fde99,3745,onset,0.49985587723365216
0ef7d94fde99,9952,wakeup,0.49929865895057396
0ef7d94fde99,20523,onset,0.4986270796526596
0ef7d94fde99,27462,wakeup,0.49972567987882316
0ef7d94fde99,36375,onset,0.49950218550150377
0ef7d94fde99,43575,wakeup,0.4987212958527156
0ef7d94fde99,53922,onset,0.49977713299288007
0ef7d94fde99,61007,wakeup,0.49868987298271894
0ef7d94fde99,71740,onset,0.49914717876716647
0ef7d94fde99,77902,wakeup,0.49991334882233057
0ef7d94fde99,88854,onset,0.49947954745150414
0ef7d94fde99,95421,wakeup,0.4995579123290924
0ef7d94fde99,106078,onset,0.4994846264798295
0ef7d94fde99,112284,wakeup,0.4984981561923596
0ef7d94fde99,125680,onset,0.49849575142743263
0ef7d94fde99,130527,wakeup,0.49876572157058263
0ef7d94fde99,142070,onset,0.4992164253069814
0ef7d94fde99,147928,wakeup,0.4990092995203558
0ef7d94fde99,158305,onset,0.4998163128646133
0ef7d94fde99,164767,wakeup,0.4989742973892774
0ef7d94fde99,175095,onset,0.49865642653925274
0ef7d94fde99,181376,wakeup,0.49935230072787146
0ef7d94fde99,192515,onset,0.4997181135771703
0ef7d94fde99,193073,wakeup,0.4992186566139028
0ef7d94fde99,193341,onset,0.49943018532469363
0ef7d94fde99,198876,wakeup,0.4980421598813299
0ef7d94fde99,210007,onset,0.49944717301586505
0ef7d94fde99,216269,wakeup,0.4995031012573375
0ef7d94fde99,226989,onset,0.4989929536859177
0ef7d94fde99,228145,wakeup,0.4997362811626828
0ef7d94fde99,228570,onset,0.4992497777217617
0ef7d94fde99,233648,wakeup,0.49885364893011236
0ef7d94fde99,246243,onset,0.4996162975313199
0ef7d94fde99,251449,wakeup,0.4990421422982488
0ef7d94fde99,262375,onset,0.4984957197906614
0ef7d94fde99,268493,wakeup,0.4987854407165279
0ef7d94fde99,278545,onset,0.4989454995483054
0ef7d94fde99,279723,wakeup,0.4981379774143576
0ef7d94fde99,279777,onset,0.4992832808593355
0ef7d94fde99,285499,wakeup,0.4980727316318749
0ef7d94fde99,296177,onset,0.49998385596996975
0ef7d94fde99,302726,wakeup,0.49936320738027834
0ef7d94fde99,313554,onset,0.4995405551351002
0ef7d94fde99,314728,wakeup,0.498484031537623
0ef7d94fde99,314788,onset,0.499711151865246
0ef7d94fde99,319774,wakeup,0.4979395363717096
0ef7d94fde99,330848,onset,0.49957034535714345
0ef7d94fde99,331285,wakeup,0.4995727802118195
0ef7d94fde99,331694,onset,0.49919758265049813
0ef7d94fde99,336978,wakeup,0.4992836683565195
0ef7d94fde99,350331,onset,0.4991367906827339
0ef7d94fde99,351624,wakeup,0.4824185165921929
1087d7b0ff2e,0,onset,0.4845730403817766
1087d7b0ff2e,7,wakeup,0.4996608319547769
1087d7b0ff2e,7240,onset,0.49994137933705124
1087d7b0ff2e,12865,wakeup,0.49884522757782535
1087d7b0ff2e,21541,onset,0.4991899880641483
1087d7b0ff2e,29933,wakeup,0.49889757548162755
1087d7b0ff2e,41607,onset,0.4999275197645929
1087d7b0ff2e,46848,wakeup,0.49944749447537606
1087d7b0ff2e,59011,onset,0.499454994264639
1087d7b0ff2e,65808,wakeup,0.4995441193987431
1087d7b0ff2e,77372,onset,0.49843877175905393
1087d7b0ff2e,84218,wakeup,0.49896326954347325
1087d7b0ff2e,91941,onset,0.49992925929950144
1087d7b0ff2e,92271,wakeup,0.49930599545945425
1087d7b0ff2e,93386,onset,0.4992950485864824
1087d7b0ff2e,98628,wakeup,0.49949373358201554
1087d7b0ff2e,108570,onset,0.4999107667833723
1087d7b0ff2e,109114,wakeup,0.4995549480072491
1087d7b0ff2e,111035,onset,0.4994594652243887
1087d7b0ff2e,115676,wakeup,0.4983902754096077
1087d7b0ff2e,126727,onset,0.499825814361467
1087d7b0ff2e,131159,wakeup,0.4988330925098316
1087d7b0ff2e,131504,onset,0.4979955730825169
1087d7b0ff2e,134084,wakeup,0.49922906214505663
1087d7b0ff2e,145966,onset,0.4994935457474366
1087d7b0ff2e,152887,wakeup,0.4992923921797852
1087d7b0ff2e,153029,onset,0.4999409849447152
1087d7b0ff2e,153772,wakeup,0.49961566834204973
1087d7b0ff2e,162734,onset,0.49823730799393023
1087d7b0ff2e,169474,wakeup,0.49988037244120936
1087d7b0ff2e,169531,onset,0.49968501468597887
1087d7b0ff2e,169850,wakeup,0.49978077635464846
1087d7b0ff2e,169918,onset,0.49901658905546
1087d7b0ff2e,169987,wakeup,0.4997990246870468
1087d7b0ff2e,170244,onset,0.4995830933688494
1087d7b0ff2e,170709,wakeup,0.49911203389736947
1087d7b0ff2e,180757,onset,0.4997058920160824
1087d7b0ff2e,181202,wakeup,0.4993336901605812
1087d7b0ff2e,181253,onset,0.499704196790694
1087d7b0ff2e,187013,wakeup,0.4992980804743241
1087d7b0ff2e,187720,onset,0.4980585822787893
1087d7b0ff2e,188227,wakeup,0.49915452399147814
1087d7b0ff2e,196555,onset,0.4992342458330208
1087d7b0ff2e,204242,wakeup,0.4993300731019288
1087d7b0ff2e,214215,onset,0.49982692524846567
1087d7b0ff2e,214770,wakeup,0.49963860905991764
1087d7b0ff2e,215245,onset,0.4995783733639633
1087d7b0ff2e,219301,wakeup,0.49901105165401066
1087d7b0ff2e,220562,onset,0.4996848718595618
1087d7b0ff2e,220863,wakeup,0.4992758804491761
1087d7b0ff2e,222402,onset,0.4990748056017784
1087d7b0ff2e,222636,wakeup,0.4993735971733211
1087d7b0ff2e,230709,onset,0.4994576461754409
1087d7b0ff2e,236787,wakeup,0.4999827760071519
1087d7b0ff2e,238157,onset,0.4999391677604169
1087d7b0ff2e,239766,wakeup,0.4999624561758181
1087d7b0ff2e,239771,onset,0.49998600675378435
1087d7b0ff2e,239774,wakeup,0.4999686443528604
1087d7b0ff2e,239848,onset,0.49970493583161496
1087d7b0ff2e,240365,wakeup,0.49839847839094525
1087d7b0ff2e,248998,onset,0.4995395785596042
1087d7b0ff2e,249241,wakeup,0.49947143347814266
1087d7b0ff2e,249358,onset,0.49999588976889103
1087d7b0ff2e,249941,wakeup,0.4986032874700825
1087d7b0ff2e,250382,onset,0.49940913101462076
1087d7b0ff2e,255869,wakeup,0.4993439288194555
1087d7b0ff2e,255992,onset,0.4995630277805177
1087d7b0ff2e,256173,wakeup,0.4997667531803403
1087d7b0ff2e,264505,onset,0.4994231521870843
1087d7b0ff2e,264688,wakeup,0.49963144983203855
1087d7b0ff2e,265622,onset,0.49888785626832616
1087d7b0ff2e,271407,wakeup,0.49903237882602874
1087d7b0ff2e,271668,onset,0.4998343935333467
1087d7b0ff2e,272095,wakeup,0.4994921284255892
1087d7b0ff2e,272507,onset,0.49961779431580805
1087d7b0ff2e,274372,wakeup,0.4992372089347131
1087d7b0ff2e,282791,onset,0.49975079717314425
1087d7b0ff2e,287820,wakeup,0.4985756786679459
1087d7b0ff2e,301569,onset,0.49981170579834483
1087d7b0ff2e,306323,wakeup,0.49939665891800555
1087d7b0ff2e,306402,onset,0.49960667959128946
1087d7b0ff2e,306484,wakeup,0.49953636474231145
1087d7b0ff2e,307288,onset,0.4981674522008977
1087d7b0ff2e,307963,wakeup,0.4986447189623737
1087d7b0ff2e,308254,onset,0.49974665505091886
1087d7b0ff2e,309572,wakeup,0.49883483228794817
1087d7b0ff2e,315719,onset,0.49885253978237387
1087d7b0ff2e,317307,wakeup,0.4981692197188597
1087d7b0ff2e,319535,onset,0.49898627269822216
1087d7b0ff2e,326076,wakeup,0.4983136404118166
1087d7b0ff2e,326355,onset,0.49832306458978415
1087d7b0ff2e,326421,wakeup,0.49991355791383846
1087d7b0ff2e,334036,onset,0.49844323741869473
1087d7b0ff2e,334325,wakeup,0.4981993645199934
1087d7b0ff2e,335116,onset,0.49927362390015745
1087d7b0ff2e,340758,wakeup,0.4996582720608407
1087d7b0ff2e,352200,onset,0.4994180669956793
1087d7b0ff2e,357768,wakeup,0.4998410868439018
1087d7b0ff2e,368581,onset,0.4994328035632609
1087d7b0ff2e,374722,wakeup,0.4981916952348318
1087d7b0ff2e,386508,onset,0.4989233908058367
1087d7b0ff2e,392237,wakeup,0.4996040521251531
1087d7b0ff2e,402677,onset,0.4979265424678332
1087d7b0ff2e,403316,wakeup,0.49890366483700294
1087d7b0ff2e,404739,onset,0.4993524062443726
1087d7b0ff2e,410622,wakeup,0.49931699924121903
10f8bc1f7b07,7246,onset,0.49886238097449415
10f8bc1f7b07,13632,wakeup,0.49893578977907094
10f8bc1f7b07,24819,onset,0.4999079806720565
10f8bc1f7b07,31992,wakeup,0.4998468048904675
10f8bc1f7b07,41239,onset,0.49886453790223684
10f8bc1f7b07,48260,wakeup,0.499970907961141
10f8bc1f7b07,58985,onset,0.4981796654265008
10f8bc1f7b07,65684,wakeup,0.49900631552914176
10f8bc1f7b07,75428,onset,0.4986098435180153
10f8bc1f7b07,82293,wakeup,0.4980238528327917
10f8bc1f7b07,95157,onset,0.49988177501672354
10f8bc1f7b07,99451,wakeup,0.49826055604631353
10f8bc1f7b07,110595,onset,0.4999595796378352
10f8bc1f7b07,116604,wakeup,0.4993196036868584
10f8bc1f7b07,126961,onset,0.498860190574195
10f8bc1f7b07,133769,wakeup,0.4992233022344725
10f8bc1f7b07,145284,onset,0.4982848265220142
10f8bc1f7b07,151552,wakeup,0.49881094372729967
10f8bc1f7b07,162801,onset,0.49903305247047525
10f8bc1f7b07,168455,wakeup,0.49825947486251915
10f8bc1f7b07,178844,onset,0.4984636941793277
10f8bc1f7b07,179555,wakeup,0.4997835807710431
10f8bc1f7b07,179592,onset,0.49893516814514083
10f8bc1f7b07,185781,wakeup,0.4981033998769584
10f8bc1f7b07,196400,onset,0.49867979864588075
10f8bc1f7b07,202866,wakeup,0.4985329630004791
10f8bc1f7b07,213384,onset,0.49992264565568767
10f8bc1f7b07,220224,wakeup,0.4995888771726862
10f8bc1f7b07,220234,onset,0.4999483857932848
10f8bc1f7b07,220329,wakeup,0.4989243752148584
10f8bc1f7b07,230836,onset,0.499735503204836
10f8bc1f7b07,237192,wakeup,0.4994576523644594
10f8bc1f7b07,247911,onset,0.499444191352539
10f8bc1f7b07,254763,wakeup,0.49940300661138254
10f8bc1f7b07,266394,onset,0.49965100125542483
10f8bc1f7b07,272565,wakeup,0.4991259738525317
10f8bc1f7b07,283748,onset,0.49843359268583387
10f8bc1f7b07,290179,wakeup,0.49936572137937674
10f8bc1f7b07,299646,onset,0.4993993320291829
10f8bc1f7b07,306703,wakeup,0.49827132093412224
10f8bc1f7b07,316976,onset,0.4996407295349234
10f8bc1f7b07,323853,wakeup,0.4991547213602577
10f8bc1f7b07,334515,onset,0.4993624573893717
10f8bc1f7b07,341283,wakeup,0.49947244006659003
10f8bc1f7b07,352229,onset,0.4992086116137
10f8bc1f7b07,358559,wakeup,0.49864851495467755
10f8bc1f7b07,370108,onset,0.4992698863472094
10f8bc1f7b07,375916,wakeup,0.4993581289638425
10f8bc1f7b07,387368,onset,0.4986521204215404
10f8bc1f7b07,392213,wakeup,0.49789846752321004
1319a1935f48,6648,onset,0.4987635453150896
1319a1935f48,13300,wakeup,0.4989810145903851
1319a1935f48,23281,onset,0.4998041601952298
1319a1935f48,30796,wakeup,0.49981099576314464
1319a1935f48,41093,onset,0.49923985715162345
1319a1935f48,48239,wakeup,0.498391024160191
1319a1935f48,58255,onset,0.4991252410871287
1319a1935f48,66382,wakeup,0.4996786456162293
1319a1935f48,75629,onset,0.49867982634926733
1319a1935f48,82050,wakeup,0.4994161169872065
1319a1935f48,94478,onset,0.4999061703179071
1319a1935f48,100253,wakeup,0.49863165995291836
1319a1935f48,109874,onset,0.4989610312794263
1319a1935f48,117238,wakeup,0.4989662141848399
1319a1935f48,127646,onset,0.49904120842806327
1319a1935f48,134711,wakeup,0.4991445614219737
1319a1935f48,144371,onset,0.4984858208155287
1319a1935f48,152123,wakeup,0.49989925286157405
1319a1935f48,163826,onset,0.4980684435655204
1319a1935f48,164042,wakeup,0.4995217578250529
1319a1935f48,164709,onset,0.4997479321107973
1319a1935f48,169889,wakeup,0.4990677735341398
1319a1935f48,178752,onset,0.49865446050651985
1319a1935f48,186691,wakeup,0.499354812099106
1319a1935f48,196312,onset,0.49946338849132793
1319a1935f48,203953,wakeup,0.4997658216449941
1319a1935f48,213557,onset,0.499845881781356
1319a1935f48,220596,wakeup,0.4997365940931572
1319a1935f48,230881,onset,0.4989897410542264
1319a1935f48,238444,wakeup,0.499586517739653
1319a1935f48,248360,onset,0.4979783698743229
1319a1935f48,255456,wakeup,0.49949227449985223
1319a1935f48,266681,onset,0.49921873875300693
1319a1935f48,273548,wakeup,0.4999155733898163
1319a1935f48,282282,onset,0.4997382689786454
1319a1935f48,289955,wakeup,0.49926127102058226
1319a1935f48,299741,onset,0.49903401520084656
1319a1935f48,307780,wakeup,0.49969913873553423
1319a1935f48,317009,onset,0.4992893637417329
1319a1935f48,324306,wakeup,0.4998681323298687
1319a1935f48,334232,onset,0.4980914341745719
1319a1935f48,341950,wakeup,0.49943901093768556
1319a1935f48,352008,onset,0.4996605893229791
1319a1935f48,358784,wakeup,0.49936472592467146
1319a1935f48,368817,onset,0.4990262870557064
1319a1935f48,370569,wakeup,0.49906433010709944
1319a1935f48,370706,onset,0.49990523485803334
1319a1935f48,376370,wakeup,0.4991950410045453
1319a1935f48,385963,onset,0.4983206872823567
1319a1935f48,393333,wakeup,0.49996081955100147
1319a1935f48,393670,onset,0.49925460992924364
1319a1935f48,393793,wakeup,0.49985314878794945
1319a1935f48,403376,onset,0.4993735426567165
1319a1935f48,410540,wakeup,0.4993959836026261
1319a1935f48,420655,onset,0.49895344354598353
1319a1935f48,428259,wakeup,0.4996663696134534
1319a1935f48,437978,onset,0.49993285820371497
1319a1935f48,445762,wakeup,0.4991065436138052
1319a1935f48,455235,onset,0.4980804168629629
1319a1935f48,462695,wakeup,0.4984906410262687
1319a1935f48,472767,onset,0.49885999144062626
1319a1935f48,480109,wakeup,0.4992778728846891
1319a1935f48,489840,onset,0.4987635289479378
1319a1935f48,497515,wakeup,0.49986194522493643
1319a1935f48,507647,onset,0.4997517394473645
1319a1935f48,514243,wakeup,0.49836745501843394
1319a1935f48,524192,onset,0.4988569892649707
1319a1935f48,531505,wakeup,0.49882828232424004
1319a1935f48,541893,onset,0.49941157798007
1319a1935f48,548968,wakeup,0.4981782201167999
1319a1935f48,558847,onset,0.49846354204379234
1319a1935f48,566176,wakeup,0.49834627321243286
1716cd4163b2,7505,onset,0.49904442051107845
1716cd4163b2,14271,wakeup,0.4982565062929603
1716cd4163b2,25111,onset,0.498412523940171
1716cd4163b2,32292,wakeup,0.49911643104489556
1716cd4163b2,41395,onset,0.49836577785840264
1716cd4163b2,47922,wakeup,0.4996823984273558
1716cd4163b2,58530,onset,0.4999602169683929
1716cd4163b2,65282,wakeup,0.49806825734984106
1716cd4163b2,75411,onset,0.4994843154723539
1716cd4163b2,82385,wakeup,0.4984630092023847
1716cd4163b2,92598,onset,0.4981507438561723
1716cd4163b2,99687,wakeup,0.49927025092650396
1716cd4163b2,101102,onset,0.49870068508189386
1716cd4163b2,101512,wakeup,0.4982722748099799
1716cd4163b2,110079,onset,0.49807891900579404
1716cd4163b2,117086,wakeup,0.49935326764613985
1716cd4163b2,128447,onset,0.4987427200849816
1716cd4163b2,134462,wakeup,0.4990718108410808
1716cd4163b2,145193,onset,0.49789560678430805
1716cd4163b2,151911,wakeup,0.4991715194007573
1716cd4163b2,152099,onset,0.4989905260209312
1716cd4163b2,152130,wakeup,0.4991195926784006
1716cd4163b2,152180,onset,0.4999647705679967
1716cd4163b2,152366,wakeup,0.4997081171985828
1716cd4163b2,161964,onset,0.49806468927789804
1716cd4163b2,168954,wakeup,0.4979131909046697
1716cd4163b2,179270,onset,0.49958006784470355
1716cd4163b2,186277,wakeup,0.4997702366142293
1716cd4163b2,196265,onset,0.4987229989458513
1716cd4163b2,203523,wakeup,0.499084636098946
1716cd4163b2,214221,onset,0.4983323518267707
1716cd4163b2,220843,wakeup,0.4983718503442496
1716cd4163b2,222069,onset,0.4996936459914874
1716cd4163b2,222438,wakeup,0.4986854219313265
1716cd4163b2,231730,onset,0.4981938040219941
1716cd4163b2,237833,wakeup,0.49918773581819603
1716cd4163b2,249525,onset,0.49987224018663945
1716cd4163b2,255717,wakeup,0.4984082729923143
1716cd4163b2,266211,onset,0.498228263096529
1716cd4163b2,273031,wakeup,0.4995004205800001
1716cd4163b2,282753,onset,0.49918710974173014
1716cd4163b2,289866,wakeup,0.4991074583861726
1716cd4163b2,300202,onset,0.4999357379483521
1716cd4163b2,307250,wakeup,0.4986478753522173
1716cd4163b2,317630,onset,0.4988040719014545
1716cd4163b2,324387,wakeup,0.49951898355998997
1716cd4163b2,334855,onset,0.4997949791907521
1716cd4163b2,341501,wakeup,0.49970136820275257
1716cd4163b2,352343,onset,0.49940228242408186
1716cd4163b2,358720,wakeup,0.4981846428667521
1716cd4163b2,369979,onset,0.49983816082410737
1716cd4163b2,375860,wakeup,0.4995542232794857
1716cd4163b2,376481,onset,0.49918593850530113
1716cd4163b2,376678,wakeup,0.49915772174073714
1716cd4163b2,387559,onset,0.4992655347361675
1716cd4163b2,394289,wakeup,0.49921222545187827
1716cd4163b2,403651,onset,0.4993745730871219
1716cd4163b2,410657,wakeup,0.49997462358200884
1716cd4163b2,421430,onset,0.4994853833777429
1716cd4163b2,427745,wakeup,0.498682816043403
18b61dd5aae8,2826,onset,0.49855057184770185
18b61dd5aae8,3101,wakeup,0.49890373026728796
18b61dd5aae8,4314,onset,0.4992682120028541
18b61dd5aae8,11942,wakeup,0.4979427355731596
18b61dd5aae8,20057,onset,0.4997521256991639
18b61dd5aae8,20210,wakeup,0.4995971055440995
18b61dd5aae8,20589,onset,0.49949752701556305
18b61dd5aae8,20790,wakeup,0.4984923400803597
18b61dd5aae8,21700,onset,0.49846151757821044
18b61dd5aae8,28511,wakeup,0.4997223706125876
18b61dd5aae8,37680,onset,0.4989507232938807
18b61dd5aae8,43807,wakeup,0.49972642558609187
18b61dd5aae8,56262,onset,0.499216776745673
18b61dd5aae8,60811,wakeup,0.49997055355960235
18b61dd5aae8,73416,onset,0.49922273333892475
18b61dd5aae8,78087,wakeup,0.4997338480527136
18b61dd5aae8,91257,onset,0.49885362052910387
18b61dd5aae8,91389,wakeup,0.49858609455354724
18b61dd5aae8,91682,onset,0.49910767946013024
18b61dd5aae8,95377,wakeup,0.49993339040732493
18b61dd5aae8,108109,onset,0.49990259788344116
18b61dd5aae8,112637,wakeup,0.4985346104918066
18b61dd5aae8,126312,onset,0.49982788798397854
18b61dd5aae8,133622,wakeup,0.4983718257303398
18b61dd5aae8,144272,onset,0.4979986547662052
18b61dd5aae8,147998,wakeup,0.497853395754965
18b61dd5aae8,160112,onset,0.49935401317222616
18b61dd5aae8,160628,wakeup,0.49887540310047174
