series_id,step,event,score
0ef7d94fde99,314728,wakeup,0.49930829087582024
0ef7d94fde99,314754,onset,0.4999616712672125
0ef7d94fde99,319773,wakeup,0.4991710054477578
0ef7d94fde99,330838,onset,0.4991092466874516
0ef7d94fde99,331250,wakeup,0.4990935317839255
0ef7d94fde99,331650,onset,0.498487113580094
0ef7d94fde99,337002,wakeup,0.4988085551958141
0ef7d94fde99,349792,onset,0.4993692033905954
0ef7d94fde99,349844,wakeup,0.4995794357080247
0ef7d94fde99,349915,onset,0.499877494281083
0ef7d94fde99,349932,wakeup,0.4998200204052658
0ef7d94fde99,350196,onset,0.49899234354074473
0ef7d94fde99,350232,wakeup,0.4998881903486756
0ef7d94fde99,350277,onset,0.4996338351315662
0ef7d94fde99,351624,wakeup,0.49183260319329974
1087d7b0ff2e,0,onset,0.49399039709278253
1087d7b0ff2e,2,wakeup,0.4983021595395702
1087d7b0ff2e,7211,onset,0.4996628562792365
1087d7b0ff2e,12846,wakeup,0.4998969212543877
1087d7b0ff2e,20427,onset,0.4988365532169693
1087d7b0ff2e,20834,wakeup,0.49881240630874163
1087d7b0ff2e,21400,onset,0.4996686391257122
1087d7b0ff2e,29978,wakeup,0.49984658474636884
1087d7b0ff2e,41570,onset,0.49908541935867795
1087d7b0ff2e,46873,wakeup,0.4986441592359005
1087d7b0ff2e,59071,onset,0.4999098254099068
1087d7b0ff2e,65831,wakeup,0.49894454372975766
1087d7b0ff2e,77402,onset,0.4991708295282637
1087d7b0ff2e,84430,wakeup,0.499984333293159
1087d7b0ff2e,84663,onset,0.4994766439662214
1087d7b0ff2e,85031,wakeup,0.49963187501313294
1087d7b0ff2e,91950,onset,0.49992052307523827
1087d7b0ff2e,92228,wakeup,0.49905849275223446
1087d7b0ff2e,93364,onset,0.49948803300138434
1087d7b0ff2e,98628,wakeup,0.49919597277224825
1087d7b0ff2e,108723,onset,0.49954573450197964
1087d7b0ff2e,108942,wakeup,0.4992054673449266
1087d7b0ff2e,111038,onset,0.4993247263191562
1087d7b0ff2e,111247,wakeup,0.4999767366348044
1087d7b0ff2e,111326,onset,0.4999611891911913
1087d7b0ff2e,115671,wakeup,0.4998932603010269
1087d7b0ff2e,126718,onset,0.4986571568340529
1087d7b0ff2e,131146,wakeup,0.4995890685139794
1087d7b0ff2e,131472,onset,0.499917177619756
1087d7b0ff2e,134065,wakeup,0.4986529958938535
1087d7b0ff2e,146039,onset,0.4993617199546847
1087d7b0ff2e,146098,wakeup,0.4997441305120693
1087d7b0ff2e,146173,onset,0.4994289689192018
1087d7b0ff2e,153799,wakeup,0.4995650122063883
1087d7b0ff2e,162768,onset,0.4996929753757427
1087d7b0ff2e,170804,wakeup,0.4990379816444199
1087d7b0ff2e,180809,onset,0.4999105805137159
1087d7b0ff2e,180983,wakeup,0.4993225071409577
1087d7b0ff2e,181086,onset,0.4998451778073842
1087d7b0ff2e,181146,wakeup,0.4997200014500546
1087d7b0ff2e,181293,onset,0.4992303609867899
1087d7b0ff2e,187015,wakeup,0.49807226067491234
1087d7b0ff2e,196775,onset,0.49916333725634116
1087d7b0ff2e,204302,wakeup,0.49927181359776124
1087d7b0ff2e,214369,onset,0.49968552020548784
1087d7b0ff2e,214781,wakeup,0.49970936820268796
1087d7b0ff2e,215250,onset,0.49888412915702546
1087d7b0ff2e,219296,wakeup,0.4986035055830036
1087d7b0ff2e,230692,onset,0.498698608714014
1087d7b0ff2e,236796,wakeup,0.49929414258914884
1087d7b0ff2e,238151,onset,0.4996488409093249
1087d7b0ff2e,239635,wakeup,0.499315386875256
1087d7b0ff2e,239657,onset,0.49937341334917
1087d7b0ff2e,239719,wakeup,0.49947436900353087
1087d7b0ff2e,249107,onset,0.499786547710317
1087d7b0ff2e,249202,wakeup,0.498765351564631
1087d7b0ff2e,249385,onset,0.49924792461803696
1087d7b0ff2e,249420,wakeup,0.4997928146639114
1087d7b0ff2e,249499,onset,0.4992104298574228
1087d7b0ff2e,249950,wakeup,0.49991245255967337
1087d7b0ff2e,250372,onset,0.49966367167111714
1087d7b0ff2e,256376,wakeup,0.49830043158826365
1087d7b0ff2e,264567,onset,0.49977025997649427
1087d7b0ff2e,264605,wakeup,0.49942297536058994
1087d7b0ff2e,265630,onset,0.49883468083148114
1087d7b0ff2e,271393,wakeup,0.49863817424224527
1087d7b0ff2e,271706,onset,0.49938044393250086
1087d7b0ff2e,271984,wakeup,0.49921728820193095
1087d7b0ff2e,272479,onset,0.4992312410733622
1087d7b0ff2e,273000,wakeup,0.4997205647154723
1087d7b0ff2e,273026,onset,0.4996521533348971
1087d7b0ff2e,273048,wakeup,0.499894433420344
1087d7b0ff2e,273131,onset,0.49997540049710676
1087d7b0ff2e,273637,wakeup,0.49973182256677257
1087d7b0ff2e,273681,onset,0.4995960018105525
1087d7b0ff2e,274135,wakeup,0.4990021160189768
1087d7b0ff2e,282803,onset,0.498920567111774
1087d7b0ff2e,287807,wakeup,0.49807268755468265
1087d7b0ff2e,301618,onset,0.4998437248895289
1087d7b0ff2e,306327,wakeup,0.49903610859416364
1087d7b0ff2e,306381,onset,0.499986314639328
1087d7b0ff2e,306463,wakeup,0.4987544959868642
1087d7b0ff2e,307279,onset,0.4996889721331723
1087d7b0ff2e,308587,wakeup,0.49914313790260484
1087d7b0ff2e,319577,onset,0.4995329331853756
1087d7b0ff2e,326285,wakeup,0.49989277455494385
1087d7b0ff2e,326306,onset,0.49996026288918755
1087d7b0ff2e,326411,wakeup,0.49978697067256045
1087d7b0ff2e,326737,onset,0.4991800682665093
1087d7b0ff2e,327192,wakeup,0.4998061188469148
1087d7b0ff2e,334046,onset,0.49937403301109395
1087d7b0ff2e,334287,wakeup,0.49912700983856106
1087d7b0ff2e,335408,onset,0.4997229851512706
1087d7b0ff2e,336106,wakeup,0.49941016486135065
1087d7b0ff2e,336210,onset,0.49949128418088073
1087d7b0ff2e,340754,wakeup,0.4983222886694071
1087d7b0ff2e,352170,onset,0.4999853007749685
1087d7b0ff2e,357757,wakeup,0.49881778965283724
1087d7b0ff2e,368566,onset,0.4982076246638241
1087d7b0ff2e,374719,wakeup,0.499388224433466
1087d7b0ff2e,386479,onset,0.4983850367477704
1087d7b0ff2e,392230,wakeup,0.4998176850756899
1087d7b0ff2e,402841,onset,0.49986436876037293
1087d7b0ff2e,403120,wakeup,0.49976543318262406
1087d7b0ff2e,404754,onset,0.4999805255385832
1087d7b0ff2e,410681,wakeup,0.4986022113559624
10f8bc1f7b07,7233,onset,0.4987778337304558
10f8bc1f7b07,13632,wakeup,0.4992649637183086
10f8bc1f7b07,24792,onset,0.4989562197946492
10f8bc1f7b07,32022,wakeup,0.4994220269093594
10f8bc1f7b07,41193,onset,0.49914059205551375
10f8bc1f7b07,48297,wakeup,0.49959573803647767
10f8bc1f7b07,58969,onset,0.49846463405233105
10f8bc1f7b07,65731,wakeup,0.4979258040534491
10f8bc1f7b07,75252,onset,0.4990812754242781
10f8bc1f7b07,82281,wakeup,0.49896263510955763
10f8bc1f7b07,95140,onset,0.49895553139512305
10f8bc1f7b07,99429,wakeup,0.49831291928986193
10f8bc1f7b07,110519,onset,0.49881962421715775
10f8bc1f7b07,116593,wakeup,0.4980503444763189
10f8bc1f7b07,126886,onset,0.4989299931422826
10f8bc1f7b07,133754,wakeup,0.4999355700937339
10f8bc1f7b07,145241,onset,0.4998973680438135
10f8bc1f7b07,151541,wakeup,0.4991227913440518
10f8bc1f7b07,162776,onset,0.4981339444595588
10f8bc1f7b07,168435,wakeup,0.49947282441619173
10f8bc1f7b07,168528,onset,0.499705900898167
10f8bc1f7b07,168539,wakeup,0.49927845601130405
10f8bc1f7b07,178800,onset,0.49890825792489574
10f8bc1f7b07,185759,wakeup,0.4988956717671796
10f8bc1f7b07,196250,onset,0.49955214089641015
10f8bc1f7b07,202854,wakeup,0.49914909776805017
10f8bc1f7b07,213339,onset,0.4985946701769403
10f8bc1f7b07,220204,wakeup,0.4986461009643222
10f8bc1f7b07,220227,onset,0.49999574834400123
10f8bc1f7b07,220315,wakeup,0.49996686045970157
10f8bc1f7b07,230802,onset,0.49985354602389326
10f8bc1f7b07,237193,wakeup,0.49992246620692393
10f8bc1f7b07,247846,onset,0.4982573149055725
10f8bc1f7b07,254745,wakeup,0.49816488482842064
10f8bc1f7b07,266335,onset,0.4995411153158297
10f8bc1f7b07,272524,wakeup,0.498624580086189
10f8bc1f7b07,283736,onset,0.4984897094979628
10f8bc1f7b07,290165,wakeup,0.4985462053580781
10f8bc1f7b07,299515,onset,0.4994620850373929
10f8bc1f7b07,306682,wakeup,0.49941502381418823
10f8bc1f7b07,316770,onset,0.4995286400506205
10f8bc1f7b07,323848,wakeup,0.49847996299144043
10f8bc1f7b07,334402,onset,0.49847989893701494
10f8bc1f7b07,341273,wakeup,0.49938901095798777
10f8bc1f7b07,352186,onset,0.4995684080153455
10f8bc1f7b07,358548,wakeup,0.499086004093201
10f8bc1f7b07,370091,onset,0.49982616934325896
10f8bc1f7b07,375912,wakeup,0.49945788082746206
10f8bc1f7b07,387369,onset,0.49932966393362527
10f8bc1f7b07,392210,wakeup,0.4988891304210666
1319a1935f48,6628,onset,0.49857937654469314
1319a1935f48,13293,wakeup,0.4994436510603936
1319a1935f48,23246,onset,0.4996922725173351
1319a1935f48,30764,wakeup,0.4990361045850598
1319a1935f48,41051,onset,0.49934301146300436
1319a1935f48,48231,wakeup,0.4983746237021887
1319a1935f48,58216,onset,0.4993377442646993
1319a1935f48,66084,wakeup,0.4994526501507684
1319a1935f48,75589,onset,0.4995656491298055
1319a1935f48,82018,wakeup,0.4986471373777926
1319a1935f48,94433,onset,0.498485654563289
1319a1935f48,100223,wakeup,0.4988972540559311
1319a1935f48,109787,onset,0.49987295969278844
1319a1935f48,117196,wakeup,0.4995682872565782
1319a1935f48,127628,onset,0.4994738616135683
1319a1935f48,134706,wakeup,0.4991000710549679
1319a1935f48,144337,onset,0.49833278365646766
1319a1935f48,152104,wakeup,0.49864156794552905
1319a1935f48,163870,onset,0.49942534509178227
1319a1935f48,163922,wakeup,0.49974224661683575
1319a1935f48,164676,onset,0.4987420399625848
1319a1935f48,169867,wakeup,0.4993019762219894
1319a1935f48,178282,onset,0.49880864861535973
1319a1935f48,186681,wakeup,0.49845894718005923
1319a1935f48,196263,onset,0.4989185097421503
1319a1935f48,203921,wakeup,0.4994827625955982
1319a1935f48,213529,onset,0.49954532365496823
1319a1935f48,220578,wakeup,0.4996643536665261
1319a1935f48,230881,onset,0.498787238387511
1319a1935f48,238440,wakeup,0.4999309059799737
1319a1935f48,248322,onset,0.49986845627042764
1319a1935f48,255434,wakeup,0.4998300528730828
1319a1935f48,266661,onset,0.49977713900647946
1319a1935f48,273537,wakeup,0.499635657610638
1319a1935f48,281928,onset,0.49883240902123693
1319a1935f48,289801,wakeup,0.49933658765645106
1319a1935f48,299677,onset,0.49979546620771204
1319a1935f48,307757,wakeup,0.4982179170233215
1319a1935f48,317004,onset,0.49892082339910465
1319a1935f48,324262,wakeup,0.49919645118285033
1319a1935f48,334162,onset,0.4998551496082074
1319a1935f48,341923,wakeup,0.49904194959994974
1319a1935f48,351978,onset,0.4993801705549545
1319a1935f48,358791,wakeup,0.49896552934403793
1319a1935f48,368782,onset,0.49880044264743173
1319a1935f48,370577,wakeup,0.4988905703745411
1319a1935f48,370644,onset,0.49893434177124785
1319a1935f48,376344,wakeup,0.49996232975321986
1319a1935f48,385852,onset,0.49906787321546964
1319a1935f48,393283,wakeup,0.4992922690418353
1319a1935f48,393707,onset,0.49899378142467193
1319a1935f48,393736,wakeup,0.49951436947475036
1319a1935f48,403337,onset,0.49896136917697215
1319a1935f48,410536,wakeup,0.49865604622268056
1319a1935f48,420550,onset,0.4994012142440106
1319a1935f48,428230,wakeup,0.4989757713556612
1319a1935f48,437934,onset,0.49922032241995945
1319a1935f48,445764,wakeup,0.49918024546155226
1319a1935f48,455194,onset,0.49812286079768575
1319a1935f48,462693,wakeup,0.4990153382993533
1319a1935f48,472748,onset,0.4989019320667451
1319a1935f48,480096,wakeup,0.498024429787341
1319a1935f48,489789,onset,0.49933940864739834
1319a1935f48,497507,wakeup,0.49927717059341203
1319a1935f48,507604,onset,0.4986387457978874
1319a1935f48,514243,wakeup,0.4987974890087511
1319a1935f48,524062,onset,0.49891621386546603
1319a1935f48,531489,wakeup,0.4998786979156752
1319a1935f48,541867,onset,0.49831296781311546
1319a1935f48,548956,wakeup,0.4988969769563103
1319a1935f48,558797,onset,0.49889200890041185
1319a1935f48,566177,wakeup,0.49912759166155446
1716cd4163b2,7482,onset,0.4985340258984909
1716cd4163b2,14243,wakeup,0.4987471690193213
1716cd4163b2,25096,onset,0.499193507265795
1716cd4163b2,32274,wakeup,0.4996483954553547
1716cd4163b2,41363,onset,0.4994366765418772
1716cd4163b2,47908,wakeup,0.4992438154169801
1716cd4163b2,58512,onset,0.499455671766327
1716cd4163b2,65274,wakeup,0.4993288305246907
1716cd4163b2,75380,onset,0.4988256375818854
1716cd4163b2,82382,wakeup,0.4985071629763105
1716cd4163b2,92582,onset,0.4997021892499375
1716cd4163b2,99677,wakeup,0.4999359687935118
1716cd4163b2,101219,onset,0.49995055204649985
1716cd4163b2,101316,wakeup,0.4979648238647287
1716cd4163b2,110040,onset,0.49819212541902913
1716cd4163b2,117067,wakeup,0.4985759096672235
1716cd4163b2,128449,onset,0.49866719616337607
1716cd4163b2,134406,wakeup,0.49897237860615423
1716cd4163b2,145174,onset,0.4995711740930094
1716cd4163b2,151871,wakeup,0.49822581466084376
1716cd4163b2,161925,onset,0.499081088875345
1716cd4163b2,168941,wakeup,0.4994852939271964
1716cd4163b2,179197,onset,0.4991350476946373
1716cd4163b2,186266,wakeup,0.4985216509320508
1716cd4163b2,196238,onset,0.49844219713632043
1716cd4163b2,203498,wakeup,0.49828183770638085
1716cd4163b2,214193,onset,0.4989903990318094
1716cd4163b2,220820,wakeup,0.49856151572446916
1716cd4163b2,222116,onset,0.4994341632722289
1716cd4163b2,222338,wakeup,0.499114960445449
1716cd4163b2,231715,onset,0.49881256769146404
1716cd4163b2,237813,wakeup,0.49885131856344145
1716cd4163b2,249537,onset,0.4994705178608232
1716cd4163b2,255691,wakeup,0.4997483615750177
1716cd4163b2,255805,onset,0.4994706998295647
1716cd4163b2,255830,wakeup,0.4999280038955166
1716cd4163b2,266197,onset,0.49816041791849563
1716cd4163b2,272894,wakeup,0.4999548833884517
1716cd4163b2,282731,onset,0.49832547613236233
1716cd4163b2,289842,wakeup,0.49806405338912724
1716cd4163b2,300170,onset,0.49975095665939145
1716cd4163b2,307236,wakeup,0.49830787675779714
1716cd4163b2,317625,onset,0.4998468830117022
1716cd4163b2,324363,wakeup,0.499310570981901
1716cd4163b2,334819,onset,0.49888999784471233
1716cd4163b2,341471,wakeup,0.4983416473058504
1716cd4163b2,352307,onset,0.499645145360954
1716cd4163b2,358717,wakeup,0.4995791449707388
1716cd4163b2,369964,onset,0.4997428131613712
1716cd4163b2,375810,wakeup,0.49905141765422406
1716cd4163b2,387534,onset,0.4982069217757831
1716cd4163b2,394279,wakeup,0.498817053436081
1716cd4163b2,402091,onset,0.4996931089070474
1716cd4163b2,403226,wakeup,0.4994145915046978
1716cd4163b2,403635,onset,0.49971659671845436
1716cd4163b2,410653,wakeup,0.49952410022977417
1716cd4163b2,421414,onset,0.4984384462282056
1716cd4163b2,427735,wakeup,0.4980270440179738
18b61dd5aae8,2801,onset,0.49997800704244527
18b61dd5aae8,3085,wakeup,0.49884111366759093
18b61dd5aae8,4260,onset,0.499650340248336
18b61dd5aae8,11972,wakeup,0.4999310002687856
18b61dd5aae8,20043,onset,0.4999973409614455
18b61dd5aae8,20193,wakeup,0.49962613115391996
18b61dd5aae8,20353,onset,0.49979292519051505
18b61dd5aae8,20374,wakeup,0.4998191129478526
18b61dd5aae8,20556,onset,0.4987885331491177
18b61dd5aae8,20751,wakeup,0.4996052483843796
18b61dd5aae8,21681,onset,0.49894875322912374
18b61dd5aae8,28523,wakeup,0.49940240237830874
18b61dd5aae8,37647,onset,0.4980913155273279
18b61dd5aae8,43815,wakeup,0.4991876039612228
18b61dd5aae8,56254,onset,0.4982503471603752
18b61dd5aae8,60806,wakeup,0.498942440186284
18b61dd5aae8,73394,onset,0.4995731762514497
18b61dd5aae8,78084,wakeup,0.4987103668987608
18b61dd5aae8,91266,onset,0.49968852396208097
18b61dd5aae8,91351,wakeup,0.4995986507031578
18b61dd5aae8,91700,onset,0.49907376977238616
18b61dd5aae8,95367,wakeup,0.49956975821071736
18b61dd5aae8,108179,onset,0.49853654354799587
18b61dd5aae8,112637,wakeup,0.49804308177363205
18b61dd5aae8,126290,onset,0.4994605994627096
18b61dd5aae8,133752,wakeup,0.4995235553544064
18b61dd5aae8,144235,onset,0.49871835776506107
18b61dd5aae8,148006,wakeup,0.49913676350093417
18b61dd5aae8,160179,onset,0.49924930416003127
